,nodeId,Id,ASIN,group,salesrank,totalSimilar,s1,s2,s3,s4,s5,totalReview,avgRate,totalVote,visited,v1,v2,v3,v4,v5
282,282,7705,B00006BS70,DVD,1671,3,143162,,142029,,545979,42,5.0,550,13,1250.0,,250.0,,115.0
283,283,7707,B00006BS78,DVD,13960,3,54534,362234,,,545796,14,4.5,86,3,764.0,223.0,,,503.0
284,284,7786,B000069AT7,DVD,4925,4,166709,547782,212154,182765,,323,4.5,1831,4,956.0,2554.0,2363.0,344.0,
285,285,7807,6305944334,DVD,27594,3,546503,,,95760,545330,6,4.5,24,3,9.0,,,70.0,22.0
286,286,7826,B00008V2WB,DVD,49586,5,350898,542906,350897,60127,534044,0,0.0,0,5,5.0,0.0,9.0,17.0,0.0
287,287,7917,B000059H1R,DVD,31556,1,,,,,106659,23,4.5,145,1,,,,,75.0
288,288,7940,6305297843,DVD,29943,2,542757,,,,1287,27,4.0,143,2,262.0,,,,93.0
290,290,7948,B00005OBAH,DVD,19437,2,,545837,163850,,,6,4.0,58,2,,2179.0,1610.0,,
291,291,7950,B00005OBAK,DVD,10972,1,,548177,,,,17,4.5,88,2,,112.0,,,
292,292,7951,B00005OBAN,DVD,37920,1,,322868,,,,1,5.0,8,2,,6.0,,,
293,293,7953,B00005OBAL,DVD,13009,3,31355,178312,191670,,,31,3.0,246,12,257.0,249.0,617.0,,
295,295,8200,B0000687BO,DVD,27711,4,424377,,546277,480759,265731,4,5.0,97,4,1614.0,,896.0,689.0,389.0
296,296,8201,B0000687BL,DVD,18236,3,369616,56468,544179,,,14,4.0,162,14,363.0,265.0,95.0,,
297,297,8202,B0000687BN,DVD,11440,5,392795,105970,215595,157633,125188,42,4.5,240,6,96.0,452.0,147.0,10.0,137.0
298,298,8211,B0000687BQ,DVD,21255,2,163605,,,547505,,8,2.5,27,4,3.0,,,23.0,
299,299,8213,B0000687BP,DVD,20038,5,235928,304515,43554,337511,213124,8,5.0,108,12,77.0,186.0,77.0,21.0,471.0
301,301,8248,B00005YUO9,DVD,13090,3,,158141,379158,,376131,6,5.0,125,12,,15.0,53.0,,125.0
302,302,8253,B00005YUO2,DVD,35355,2,,,162335,,274695,5,4.0,19,2,,,242.0,,596.0
303,303,8254,B00005YUO1,DVD,3557,2,30104,239437,,,,58,4.5,371,7,119.0,472.0,,,
305,305,8324,B00005YUOQ,DVD,42010,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
306,306,8326,B00005YUOU,DVD,33557,3,45804,45824,,456144,,0,0.0,0,5,5.0,0.0,,157.0,
307,307,8327,B00005YUOW,DVD,37006,2,,,,547297,64702,11,4.0,51,2,,,,22.0,214.0
309,309,8329,B00005YUON,DVD,38216,4,265818,350894,14439,273250,,0,0.0,0,6,0.0,0.0,0.0,0.0,
310,310,8333,B00005YUOB,DVD,11521,1,194506,,,,,2,4.5,9,5,67.0,,,,
311,311,8334,B00005YUOO,DVD,5851,4,544121,12985,120449,,535978,104,4.0,299,12,396.0,647.0,353.0,,150.0
312,312,8336,B00005YUOC,DVD,19230,4,542402,542419,,209683,542403,5,5.0,28,10,16.0,2.0,,20.0,66.0
313,313,8338,B00005YUOA,DVD,6194,3,172706,544989,,58676,,47,3.5,513,15,127.0,369.0,,95.0,
314,314,8339,B00005YUOE,DVD,14481,2,543851,547914,,,,2,2.0,104,8,618.0,144.0,,,
315,315,8340,B00005YUOG,DVD,12887,5,259291,71838,477753,499233,475216,3,4.5,9,11,1020.0,64.0,360.0,129.0,374.0
316,316,8398,B00008973H,DVD,5048,5,103594,547517,208377,208249,274744,11,4.0,96,8,186.0,295.0,385.0,249.0,139.0
318,318,8421,B00005Y6Y9,DVD,12623,1,86132,,,,,0,0.0,0,2,37.0,,,,
319,319,8446,B00005Y6Y6,DVD,12088,1,12631,,,,,5,4.0,54,5,771.0,,,,
320,320,8645,6305954240,DVD,25882,4,,547499,125810,13255,387440,11,3.5,57,4,,48.0,169.0,111.0,46.0
321,321,8652,6305191883,DVD,3287,4,544647,181363,352496,,546308,116,4.0,619,6,594.0,1584.0,344.0,,92.0
323,323,8719,B00005KA70,DVD,4826,4,124966,117725,200182,217724,,41,5.0,293,12,934.0,354.0,248.0,325.0,
324,324,8726,B00005KA73,DVD,13133,2,,,190864,519886,,7,4.5,40,2,,,79.0,498.0,
326,326,8858,6304808917,DVD,42991,4,547078,270311,,270304,57819,91,4.0,149,4,228.0,118.0,,427.0,128.0
327,327,8875,B000065U3G,DVD,13308,1,,545334,,,,8,4.0,38,2,,354.0,,,
330,330,8887,B000065U3C,DVD,8671,4,29786,543598,200371,,96876,4,4.0,24,7,66.0,60.0,134.0,,38.0
331,331,8917,0783229399,DVD,24504,3,174055,53812,356855,,,19,4.5,78,5,54.0,64.0,190.0,,
332,332,9120,1896306985,DVD,31817,4,544668,546692,,83107,546948,25,2.0,62,6,456.0,5.0,,170.0,19.0
333,333,9121,B00000JT9A,DVD,12745,2,,,200704,410903,,5,3.0,10,3,,,2.0,10.0,
334,334,9132,0792838289,DVD,20929,2,235687,214375,,,,131,4.5,466,2,2084.0,254.0,,,
335,335,9182,6305511055,DVD,524,5,548018,545558,548447,46885,547340,49,4.5,378,32,379.0,523.0,221.0,150.0,119.0
336,336,9244,B000060MV9,DVD,53759,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
337,337,9246,B000060MV8,DVD,52880,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
338,338,9247,B000060MV0,DVD,34879,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
339,339,9250,B000060MV1,DVD,20396,5,806,106095,545376,50775,30445,14,4.5,62,10,51.0,56.0,7.0,533.0,62.0
340,340,9252,B000060MV5,DVD,54539,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
341,341,9253,B000060MV6,DVD,53032,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
342,342,9254,B000060MV7,DVD,51668,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
344,344,9262,B000060MVZ,DVD,27109,2,546923,,,417973,,2,2.5,32,5,63.0,,,17.0,
345,345,9264,B000060MVX,DVD,25862,4,245193,,544439,547131,544682,3,3.5,30,5,114.0,,96.0,79.0,51.0
346,346,9265,B00007FYQF,DVD,28706,1,,,,,545791,2,5.0,9,1,,,,,241.0
347,347,9267,B000060MVQ,DVD,49450,4,4763,217542,25768,546083,,1,3.0,5,7,7.0,11.0,0.0,11.0,
348,348,9268,B000060MVU,DVD,16251,2,34197,,543835,,,20,5.0,93,5,112.0,,103.0,,
349,349,9269,B000060MVP,DVD,47804,3,9267,,,4763,217542,1,3.0,8,6,5.0,,,7.0,11.0
350,350,9270,B000060MVT,DVD,25615,3,398016,,9271,280881,,18,3.5,773,7,3311.0,,293.0,3720.0,
351,351,9271,B000060MVI,DVD,30181,3,9270,398016,280881,,,9,3.0,293,4,773.0,3311.0,3720.0,,
352,352,9272,B000060MVW,DVD,22218,3,544118,9273,109200,,,3,3.5,17,7,31.0,4.0,65.0,,
353,353,9273,B000060MVV,DVD,28734,3,544118,,109200,9272,,2,5.0,4,5,31.0,,65.0,17.0,
354,354,9274,B000060MVH,DVD,13275,3,99948,,,235370,546406,10,2.5,97,3,153.0,,,653.0,2021.0
355,355,9275,B000060MVJ,DVD,15673,1,,,,268386,,10,3.5,100,2,,,,75.0,
356,356,9276,B000060MVK,DVD,1404,2,,454304,,,30439,70,4.5,723,5,,243.0,,,99.0
357,357,9277,B000060MVL,DVD,28128,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
358,358,9279,B000060MVO,DVD,8921,5,9281,84393,30434,30437,193453,10,4.5,73,9,405.0,130.0,26.0,24.0,10.0
359,359,9281,B000060MVN,DVD,8266,5,9279,84393,30434,30437,193453,54,4.5,405,9,73.0,130.0,26.0,24.0,10.0
360,360,9282,B000060MVA,DVD,55494,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
361,361,9284,B000060MVB,DVD,11146,3,,84392,49756,544170,,18,4.0,308,7,,38.0,401.0,53.0,
362,362,9286,B000060MVD,DVD,24900,2,,,,543912,271513,8,4.0,61,2,,,,299.0,227.0
363,363,9325,6305519471,DVD,28739,3,544668,542894,,120207,,52,4.0,698,3,456.0,224.0,,220.0,
364,364,9330,1565957008,DVD,5495,3,271817,,543768,114310,,14,4.0,103,6,145.0,,86.0,106.0,
365,365,9343,6305467277,DVD,53428,3,545812,547958,165109,,,0,0.0,0,4,28.0,1207.0,452.0,,
366,366,9427,1573300403,DVD,1712,2,547180,104171,,,,58,4.5,609,6,907.0,309.0,,,
367,367,9587,6305291470,DVD,3842,5,191891,141504,546721,508045,179928,38,4.0,197,19,174.0,265.0,285.0,105.0,93.0
368,368,9650,6305910537,DVD,23363,5,157624,534623,144191,43881,543105,29,4.5,210,12,70.0,72.0,18.0,75.0,72.0
369,369,9697,B000021Y7N,DVD,37736,5,86113,359759,91366,86115,194236,5,4.0,25,10,89.0,20.0,24.0,109.0,14.0
370,370,9708,B000021Y7K,DVD,21584,1,547539,,,,,29,3.5,226,5,198.0,,,,
371,371,9747,B00003CXF4,DVD,20744,3,327191,545232,,528530,,31,4.5,246,4,488.0,148.0,,160.0,
373,373,9756,B000067IVX,DVD,24833,2,271524,24047,,,,2,5.0,6,4,12.0,46.0,,,
374,374,9760,B000067IVT,DVD,38334,5,488153,460918,506225,543589,239548,11,4.0,36,5,352.0,207.0,62.0,69.0,21.0
375,375,9762,B000067IVV,DVD,26656,5,216152,542780,196682,214555,16457,2,5.0,4,9,0.0,0.0,0.0,0.0,0.0
376,376,9764,B000067IVW,DVD,44762,4,132758,332279,358825,383163,,2,4.0,4,8,3.0,5.0,1.0,72.0,
377,377,9765,B000067IVQ,DVD,21955,5,103739,103735,47074,302492,125188,15,4.0,51,8,60.0,135.0,72.0,115.0,137.0
378,378,9766,B000067IVR,DVD,21930,5,103739,103735,47074,302492,125188,11,4.0,55,8,60.0,135.0,72.0,115.0,137.0
379,379,9768,B000067IVS,DVD,5996,4,246044,283961,112726,20594,,27,5.0,60,6,18.0,1853.0,1274.0,468.0,
380,380,9804,B00008WJDY,DVD,28422,1,,,,,548091,5,3.5,70,1,,,,,693.0
381,381,9826,B00008H2MY,DVD,32526,4,538487,286029,,225861,417892,2,2.5,2,6,38.0,88.0,,5.0,0.0
382,382,9834,B00006DXXT,DVD,6483,1,,,,,1282,6,4.0,128,3,,,,,71.0
383,383,9852,6305428115,DVD,2206,4,546722,,267861,198448,547040,187,4.0,422,11,948.0,,117.0,663.0,355.0
384,384,9875,B00007G1VS,DVD,18679,5,44178,548150,547689,545911,547959,9,4.5,110,8,22.0,29.0,57.0,198.0,195.0
385,385,9877,B00007G1VK,DVD,31155,4,9881,54927,,75303,97777,4,4.0,23,6,5.0,33.0,,368.0,426.0
386,386,9878,B00007G1VI,DVD,10987,3,97777,75303,249643,,,31,4.0,210,8,426.0,368.0,251.0,,
387,387,9880,B000068QOE,DVD,21628,3,428577,486001,327698,,,11,3.5,278,3,84.0,220.0,125.0,,
388,388,9881,B00007G1VL,DVD,30963,3,9877,,,75303,54927,4,4.5,5,5,23.0,,,368.0,33.0
389,389,9886,0767827635,DVD,5129,4,542800,,546836,547635,54618,16,4.5,78,12,84.0,,23.0,102.0,386.0
390,390,9890,B00007G1V8,DVD,6554,3,,133801,180637,269822,,9,4.0,44,5,,131.0,289.0,68.0,
391,391,9895,B00007G1V3,DVD,36562,4,216070,263148,,119574,119572,1,5.0,1,11,9.0,8.0,,6.0,0.0
393,393,9899,B00007G1V7,DVD,26217,3,133801,,,180637,9890,4,2.5,20,4,131.0,,,289.0,44.0
394,394,9990,6305228892,DVD,29837,4,,14390,27784,547781,18263,8,3.5,35,5,,192.0,137.0,103.0,456.0
397,397,10034,B00005QBY8,DVD,9054,3,,84392,49756,544170,,18,4.0,305,3,,38.0,401.0,53.0,
398,398,10035,B00005QBY9,DVD,29924,3,,84392,49756,544170,,18,4.0,308,3,,38.0,401.0,53.0,
399,399,10069,B00005NB9T,DVD,43048,3,202104,,,125278,281139,6,3.5,29,5,45.0,,,6.0,222.0
401,401,10072,B00005QBYK,DVD,39867,1,,,,,543484,4,4.0,9,1,,,,,234.0
402,402,10076,B00005QBYA,DVD,44831,3,297681,235878,547913,,,0,0.0,0,3,5.0,920.0,36.0,,
404,404,10079,B00005QBYW,DVD,26489,2,424937,,424936,,,1,5.0,3,4,14.0,,0.0,,
405,405,10080,B00005QBYZ,DVD,10666,2,285068,533601,,,,6,4.5,34,3,31.0,45.0,,,
406,406,10081,B00005QBYU,DVD,24198,3,341041,,483847,,271505,5,4.5,23,5,37.0,,180.0,,384.0
407,407,10082,B00005QBYT,DVD,15280,4,114155,538432,238592,151879,,15,4.0,79,5,187.0,518.0,38.0,48.0,
408,408,10085,B00005QBYQ,DVD,33968,4,,543255,82583,26935,47089,4,5.0,29,8,,129.0,31.0,96.0,33.0
409,409,10086,B00005QBYV,DVD,41723,2,,,151739,,139555,265,4.5,985,2,,,785.0,,942.0
410,410,10198,B000068TZZ,DVD,29211,3,546689,,,534682,59479,406,4.5,1941,3,4192.0,,,655.0,816.0
411,411,10248,B00000J30I,DVD,31468,1,,,,547307,,20,3.5,119,1,,,,18.0,
413,413,10490,B00007K025,DVD,25231,2,,269638,,,545664,1,1.0,4,2,,358.0,,,132.0
414,414,10595,6305428298,DVD,15252,3,30128,,544383,544959,,80,4.5,238,4,233.0,,192.0,194.0,
415,415,10616,B00002E1YO,DVD,13953,2,543745,543753,,,,6,5.0,67,4,28.0,46.0,,,
416,416,10731,6305975035,DVD,21229,1,545613,,,,,3,3.5,5,3,714.0,,,,
418,418,10752,B000067D0L,DVD,40687,1,218679,,,,,3,5.0,36,1,31.0,,,,
419,419,10758,B000067D0Y,DVD,3692,2,,,545473,,332887,36,4.0,260,3,,,2.0,,574.0
420,420,10910,B000089QAQ,DVD,16967,1,10911,,,,,12,3.5,100,3,372.0,,,,
421,421,10911,B000089QAP,DVD,1237,2,,,,204932,10910,27,4.5,372,11,,,,811.0,100.0
422,422,10922,B000089QAO,DVD,9877,4,10911,546618,204932,,170231,11,4.0,69,6,372.0,42.0,811.0,,734.0
423,423,10971,0782010660,DVD,19869,4,87383,547750,544922,145687,,17,4.0,82,4,374.0,143.0,95.0,135.0,
424,424,11122,B00004TX05,DVD,23784,2,,313806,547561,,,20,5.0,32,7,,128.0,84.0,,
426,426,11147,B000065AYV,DVD,19778,4,205699,143135,428560,366215,,1,5.0,3,11,3.0,45.0,0.0,2.0,
427,427,11148,B0000560QE,DVD,25395,1,302176,,,,,7,4.0,108,2,271.0,,,,
428,428,11155,6304602871,DVD,3939,5,22966,546934,227189,548368,283384,33,4.0,80,14,76.0,57.0,191.0,213.0,175.0
429,429,11163,B000065AYX,DVD,12676,3,67116,543791,537101,,,15,5.0,78,11,0.0,18.0,33.0,,
430,430,11189,6305741018,DVD,19311,2,409523,,,,328729,86,3.5,389,4,112.0,,,,67.0
431,431,11295,B00000JJHF,DVD,34440,3,113577,69344,547535,,,4,4.5,39,7,32.0,16.0,75.0,,
432,432,11300,6305020744,DVD,26120,3,,,51920,293913,237849,25,3.0,100,6,,,190.0,55.0,280.0
434,434,11309,B00000JJHL,DVD,27103,5,542521,4534,542522,292857,64656,3,4.5,21,8,75.0,8.0,44.0,42.0,384.0
436,436,11428,6305871078,DVD,30300,4,97404,547727,546503,,276660,25,4.0,49,4,56.0,8.0,9.0,,95.0
437,437,11429,B00006IUFZ,DVD,30263,4,177376,,547905,20109,546655,30,2.0,58,4,97.0,,63.0,52.0,51.0
438,438,11430,B00006IUFV,DVD,17733,5,543780,545768,209739,545590,548010,21,3.0,68,11,2.0,70.0,96.0,47.0,70.0
439,439,11431,B00006IUFW,DVD,7261,1,,,534516,,,103,4.0,778,6,,,550.0,,
440,440,11433,B00006IUFU,DVD,55573,4,378647,,254524,440060,44918,15,4.0,28,4,134.0,,633.0,88.0,1349.0
443,443,11437,B00006IUFO,DVD,27675,2,541440,260395,,,,1,5.0,29,4,40.0,248.0,,,
444,444,11438,B00006IUFQ,DVD,8118,4,196681,39558,116127,283961,,32,4.0,344,8,99.0,120.0,122.0,1853.0,
446,446,11458,B0000372I3,DVD,5767,5,545997,424377,7953,532517,38952,47,4.0,384,7,472.0,1614.0,246.0,597.0,768.0
447,447,11627,B00005R24G,DVD,14415,3,544671,,,548091,538433,34,4.5,157,4,104.0,,,693.0,678.0
448,448,11646,B000068GQY,DVD,37320,1,,,,482668,,10,2.5,57,2,,,,1249.0,
449,449,11664,6305989397,DVD,14488,3,127834,,269687,371869,,10,4.5,109,15,143.0,,217.0,235.0,
450,450,11810,1573307211,DVD,38313,1,,,,286055,,11,4.0,87,1,,,,3.0,
451,451,11846,B00006G8GE,DVD,10776,4,193885,4748,,34824,545437,11,2.0,33,9,272.0,84.0,,41.0,20.0
452,452,11929,6305811687,DVD,27941,2,548153,545793,,,,11,5.0,115,4,60.0,191.0,,,
453,453,11980,B00005AXAI,DVD,47297,2,,542837,542996,,,0,0.0,0,2,,0.0,9.0,,
455,455,11989,B00005AXAB,DVD,58424,1,,,,,109200,3,2.5,14,1,,,,,65.0
456,456,11991,B00005AXAG,DVD,41103,3,,150397,542358,114310,,1,3.0,4,3,,74.0,17.0,106.0,
457,457,11992,B00005AXAF,DVD,42456,4,543768,,543180,542996,542988,2,3.5,5,4,86.0,,15.0,9.0,5.0
458,458,12000,B00005AXA1,DVD,31046,3,548091,231522,158317,,,5,4.5,36,5,693.0,22.0,324.0,,
459,459,12064,B00006WV6Z,DVD,21051,4,36435,537101,428567,36436,,1,5.0,4,6,28.0,33.0,23.0,14.0,
460,460,12205,0790734850,DVD,1865,4,285811,544390,,546031,546689,266,4.5,763,12,2039.0,1152.0,,1157.0,4192.0
461,461,12289,B00000F3U0,DVD,41453,3,544558,,46864,,160019,2,2.0,43,5,7.0,,55.0,,25.0
462,462,12333,B00005TPL1,DVD,30927,2,178759,546912,,,,10,2.5,19,2,218.0,280.0,,,
463,463,12334,B00005TPL2,DVD,13293,4,544463,544816,200736,,543724,12,4.5,60,5,12.0,12.0,674.0,,92.0
464,464,12340,B00005TPL8,DVD,4520,2,,535460,,,87800,12,5.0,115,6,,82.0,,,27.0
465,465,12350,6305337373,DVD,4407,4,545334,67664,546156,547773,,0,0.0,0,24,354.0,424.0,93.0,107.0,
466,466,12354,B00005TPLY,DVD,18544,5,112714,547159,544484,328425,261652,5,4.5,1,6,161.0,11.0,45.0,169.0,28.0
467,467,12356,B00005TPLW,DVD,5929,3,189547,546369,,547502,,5,3.0,8,3,119.0,85.0,,3.0,
468,468,12357,B00005TPLX,DVD,6465,4,159785,164058,,158226,545723,5,4.5,20,12,429.0,46.0,,536.0,44.0
470,470,12363,6305907595,DVD,38466,3,543587,,258226,202059,,4,4.0,31,4,177.0,,7.0,260.0,
472,472,12370,B00005TPLI,DVD,11388,4,546221,10731,544792,121051,,0,0.0,0,4,6178.0,5.0,6023.0,2807.0,
473,473,12389,0792839749,DVD,384,4,,137935,200650,545271,547782,125,3.5,985,16,,1573.0,369.0,1669.0,2554.0
474,474,12406,0773313516,DVD,51027,1,,137469,,,,1,3.0,11,2,,11.0,,,
476,476,12459,B00002JWZE,DVD,20589,1,,,545632,,,2,3.5,7,3,,,83.0,,
477,477,12466,B00005KAQ9,DVD,14196,3,490914,,,168745,117866,5,3.0,33,3,285.0,,,103.0,81.0
478,478,12471,B00002JWZQ,DVD,45704,1,547466,,,,,4,5.0,23,1,17.0,,,,
479,479,12478,B00002JWZX,DVD,43359,4,167606,,284454,546013,267195,92,4.5,576,4,134.0,,52.0,155.0,884.0
482,482,12506,B00005KAQU,DVD,28521,5,544285,545472,259366,263483,72266,2,2.0,57,5,130.0,16.0,309.0,161.0,47.0
484,484,12512,B00005KAQS,DVD,7150,4,547274,545620,,546760,26383,51,3.0,546,5,527.0,582.0,,328.0,336.0
488,488,12523,B00005KAQJ,DVD,6764,1,,69312,,,,26,4.0,64,2,,31.0,,,
490,490,12610,B000063K1L,DVD,23260,3,285863,,540910,,539455,4,2.5,15,4,71.0,,21.0,,10.0
491,491,12611,B000063K1J,DVD,12845,3,540910,,543292,538529,,4,5.0,19,12,21.0,,128.0,155.0,
492,492,12614,B000063K1E,DVD,42671,1,,,,12618,,0,0.0,0,1,,,,0.0,
493,493,12615,B000063K1C,DVD,23233,1,,,,,392085,5,4.5,22,1,,,,,38.0
494,494,12617,B000063K1F,DVD,25845,5,234781,58263,167543,475906,542418,51,3.5,200,10,864.0,397.0,128.0,91.0,76.0
495,495,12618,B000063K1D,DVD,42804,1,,,,274315,,1,3.0,0,6,,,,50.0,
496,496,12628,B000063K1U,DVD,2592,4,60190,284461,65311,215575,,47,4.5,251,18,197.0,182.0,258.0,946.0,
497,497,12630,B000063K1T,DVD,10747,4,546892,545964,546995,12632,,15,3.5,104,7,92.0,151.0,102.0,80.0,
498,498,12631,B000063K1Q,DVD,3010,3,542520,537295,,223895,,27,4.0,771,50,1174.0,138.0,,222.0,
499,499,12632,B000063K1S,DVD,1751,4,546286,43059,72094,,51022,21,3.0,80,11,56.0,33.0,48.0,,47.0
500,500,12645,B000063K17,DVD,2828,3,151269,520666,,,534920,185,4.5,996,8,408.0,165.0,,,1510.0
501,501,12646,B000063K16,DVD,34829,4,534920,194845,12648,12647,,5,3.0,10,7,1510.0,2.0,41.0,13.0,
502,502,12647,B000063K15,DVD,29497,5,12646,534920,538471,151269,538450,5,3.0,13,8,10.0,1510.0,2.0,408.0,191.0
503,503,12648,B000063K14,DVD,29506,5,12647,12646,534920,538450,538471,5,3.0,41,7,13.0,10.0,1510.0,191.0,2.0
504,504,12649,B000063K13,DVD,38900,1,285054,,,,,2,3.0,10,1,25.0,,,,
505,505,12654,B000063K12,DVD,46238,3,,,260971,172200,97413,3,4.0,6,3,,,20.0,7.0,96.0
506,506,12848,0792299922,DVD,4635,1,111443,,,,,9,5.0,68,6,174.0,,,,
507,507,12850,0790739291,DVD,1788,1,546296,,,,,76,4.5,236,5,162.0,,,,
508,508,12851,B00002VW8L,DVD,37980,1,,187208,,,,13,5.0,66,1,,19.0,,,
509,509,12865,6305519072,DVD,24330,4,548035,545174,,533016,533017,1,3.0,21,7,29.0,97.0,,4.0,3.0
510,510,12880,079215455X,DVD,7401,4,537196,544910,547694,,82581,52,4.5,273,5,216.0,5675.0,414.0,,592.0
511,511,12952,6305079161,DVD,13626,3,326978,356085,,477753,,12,4.0,178,4,15.0,206.0,,360.0,
512,512,12973,B00007FCTM,DVD,24348,3,19391,184433,548237,,,8,3.0,27,3,34.0,8.0,68.0,,
513,513,12983,B00007FCTP,DVD,7895,5,544121,535978,8334,12985,120449,63,4.0,218,8,396.0,150.0,299.0,647.0,353.0
514,514,12985,B00007FCTQ,DVD,4615,2,,544121,8334,,,188,4.0,647,6,,396.0,299.0,,
515,515,13081,B000075SNH,DVD,22979,2,135680,,,,543870,13,4.5,77,3,71.0,,,,49.0
516,516,13227,B00005AWQT,DVD,54349,3,,260981,545154,185142,,11,2.5,16,5,,38.0,36.0,11.0,
517,517,13237,B00005AWQR,DVD,30113,5,548113,30918,546817,546866,545154,6,3.0,18,15,31.0,27.0,0.0,8.0,36.0
518,518,13255,0767824555,DVD,3300,3,14384,143308,,201186,,34,4.5,111,8,132.0,43.0,,232.0,
519,519,13342,B00001U0GQ,DVD,26566,5,166635,124038,50480,520382,545325,381,4.0,2237,5,3308.0,1330.0,6561.0,8352.0,474.0
520,520,13389,B00005LC3X,DVD,12846,5,235687,83709,118081,544209,546689,626,4.5,3488,5,2084.0,5637.0,1890.0,2300.0,4192.0
521,521,13592,0790746999,DVD,1394,2,,544236,547232,,,42,4.5,304,12,,499.0,741.0,,
522,522,13628,6305054002,DVD,13118,5,542512,108449,542257,53598,152249,1,3.0,29,18,15.0,84.0,267.0,13.0,37.0
523,523,13684,B00006SFJP,DVD,44002,2,,542776,283418,,,2,3.0,7,2,,15.0,7.0,,
525,525,13810,B00004RETB,DVD,35288,3,249503,,114387,,213138,10,3.5,44,4,41.0,,46.0,,20.0
526,526,13813,0792838424,DVD,8094,4,253313,125810,547522,544911,,46,4.5,249,4,218.0,169.0,868.0,152.0,
527,527,13821,B000083C7V,DVD,36389,1,544357,,,,,17,5.0,33,3,34.0,,,,
528,528,13828,B00004Z4RO,DVD,2528,5,149551,544182,66195,548111,544542,83,3.5,256,19,252.0,405.0,318.0,183.0,186.0
529,529,13882,B00005JL1V,DVD,3241,5,544545,545955,537225,96542,29730,61,4.0,311,8,172.0,192.0,128.0,488.0,61.0
531,531,13928,B00006SFJ8,DVD,11208,4,545756,252166,548091,346884,,7,4.0,29,6,1059.0,247.0,693.0,1161.0,
532,532,13944,B00006SFJ1,DVD,32210,1,,,238222,,,2,4.0,16,3,,,19.0,,
533,533,14076,B000051XK1,DVD,30287,5,255202,396697,352553,237111,525489,40,4.0,278,16,492.0,106.0,672.0,67.0,36.0
535,535,14113,6304795254,DVD,28453,5,177901,546375,242693,54628,547040,169,4.5,577,5,160.0,515.0,2252.0,691.0,355.0
536,536,14214,6305199329,DVD,9541,3,545268,543708,,237142,,13,4.0,116,5,406.0,54.0,,331.0,
537,537,14369,0790742012,DVD,24025,4,253717,544809,,22059,245829,50,2.5,83,5,818.0,335.0,,148.0,171.0
538,538,14371,0792846087,DVD,30380,5,188978,545638,546372,188975,274725,36,4.5,152,7,80.0,409.0,200.0,72.0,275.0
540,540,14380,B00006FDAS,DVD,31040,1,548091,,,,,4,3.5,28,2,693.0,,,,
541,541,14381,B00006FDAQ,DVD,14775,5,544583,269703,274754,84566,274751,6,4.5,26,13,170.0,26.0,118.0,50.0,11.0
543,543,14384,B00006FDAP,DVD,4761,4,143308,201186,13255,248263,,28,4.5,132,18,43.0,232.0,111.0,60.0,
544,544,14385,B00006FDAU,DVD,3560,2,548032,,,,456445,55,4.0,538,5,188.0,,,,65.0
545,545,14386,B00006FDAZ,DVD,36258,3,515208,,512117,,442451,4,4.0,26,4,145.0,,157.0,,118.0
546,546,14387,B00006FDAW,DVD,6837,4,82574,121132,547581,545544,,17,4.5,107,7,395.0,81.0,112.0,150.0,
547,547,14389,B00006FDAX,DVD,2162,3,,82574,,536560,473213,44,4.5,285,9,,395.0,,328.0,171.0
548,548,14390,B00006FDAY,DVD,4038,4,27784,18263,,44238,473213,23,4.0,192,9,137.0,456.0,,914.0,171.0
549,549,14393,B00006FDAB,DVD,40857,1,227574,,,,,9,4.0,53,1,22.0,,,,
551,551,14397,B00006FDAK,DVD,23316,3,149534,,131062,,547516,22,3.5,74,4,235.0,,75.0,,253.0
554,554,14402,B00006FDAN,DVD,10301,5,138451,97130,548025,545266,542197,8,4.5,31,6,23.0,64.0,199.0,58.0,182.0
555,555,14403,B00006FDAL,DVD,7002,4,56840,92069,14381,192615,,9,5.0,14,7,77.0,118.0,26.0,178.0,
556,556,14410,B000053UIF,DVD,23626,5,59460,108478,172563,46626,144201,20,2.5,58,5,129.0,106.0,61.0,8.0,9.0
557,557,14414,B000053UIE,DVD,3227,5,546872,545854,547128,544677,163144,25,4.0,75,14,25.0,158.0,216.0,80.0,156.0
558,558,14436,B00006FDA1,DVD,25897,2,,547979,177396,,,13,2.5,55,4,,736.0,7.0,,
559,559,14439,B00006FDA7,DVD,47378,3,31821,89504,319828,,,0,0.0,0,5,42.0,19.0,336.0,,
560,560,14440,B00006FDA0,DVD,11157,2,,,545087,545632,,24,3.5,67,2,,,19.0,83.0,
561,561,14444,B00006FDA4,DVD,5261,3,70238,230202,547387,,,13,3.5,123,19,202.0,104.0,128.0,,
